[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001804b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720079001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720077001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
[DEBUG] Modbus packet 12 bytes, FC=3, payload=000100000006000300640004
[DEBUG] Modbus packet 17 bytes, FC=3, payload=00010000000b00030801720078001904b0
